season,season_type,start_date,completed,home_id,home_team,home_conference,home_division,home_points,home_line_scores[0],home_line_scores[1],home_line_scores[2],home_line_scores[3],away_id,away_team,away_conference,away_division,away_points,away_line_scores[0],away_line_scores[1],away_line_scores[2],away_line_scores[3],start_time_tbd,venue_id,venue
2022,regular,2022-10-09T00:00:00.000Z,true,2692,Weber State,Big Sky,fcs,45,14,7,10,14,331,Eastern Washington,Big Sky,fcs,21,7,7,7,0,false,3942,Stewart Stadium
2022,regular,2022-10-09T00:00:00.000Z,true,2658,Texas A&M-Kingsville,Lone Star,ii,21,7,7,0,7,2703,Western New Mexico,Lone Star,ii,17,14,3,0,0,false,6076,Javelina Stadium
2022,regular,2022-10-09T01:00:00.000Z,true,16,Sacramento State,Big Sky,fcs,55,7,17,21,10,2458,Northern Colorado,Big Sky,fcs,7,0,0,7,0,false,3757,Hornet Stadium
2022,regular,2022-10-09T01:00:00.000Z,true,12,Arizona,Pac-12,fbs,22,3,10,3,6,2483,Oregon,Pac-12,fbs,49,7,21,21,0,false,3619,Arizona Stadium
2022,regular,2022-10-09T01:00:00.000Z,true,2120,Central Washington,Lone Star,ii,14,0,0,7,7,2848,Western Oregon,Lone Star,ii,16,0,3,0,13,false,5879,Tomlinson Stadium
2022,regular,2022-10-09T01:45:00.000Z,true,68,Boise State,Mountain West,fbs,40,7,13,7,13,278,Fresno State,Mountain West,fbs,20,7,10,3,0,false,3653,Albertsons Stadium
2022,regular,2022-10-09T02:00:00.000Z,true,2094,Cal Lutheran,So. Cal.,iii,14,0,0,7,7,29,Redlands,So. Cal.,iii,35,14,0,7,14,false,5811,William Rolland Stadium
2022,regular,2022-10-09T02:00:00.000Z,true,2923,Pomona-Pitzer,So. Cal.,iii,56,21,14,14,7,2318,La Verne,So. Cal.,iii,7,7,0,0,0,false,6103,Merritt Field
2022,regular,2022-10-09T02:30:00.000Z,true,21,San Diego State,Mountain West,fbs,16,0,3,7,6,62,Hawai'i,Mountain West,fbs,14,0,0,7,7,false,7311,Snapdragon Stadium
2022,regular,2022-10-09T03:00:00.000Z,true,24,Stanford,Pac-12,fbs,27,7,10,7,3,204,Oregon State,Pac-12,fbs,28,0,7,3,18,false,3940,Stanford Stadium
2022,regular,2022-10-09T16:00:00.000Z,true,2038,Assumption,Northeast 10,ii,28,7,7,7,7,112334,Franklin Pierce,Northeast 10,ii,14,0,0,0,14,false,3848,Multi-Sport Stadium
2022,regular,2022-10-12T23:30:00.000Z,true,276,Marshall,Sun Belt,fbs,13,0,7,0,6,309,Louisiana,Sun Belt,fbs,23,3,0,13,7,false,3775,Joan C. Edwards Stadium
2022,regular,2022-10-13T22:00:00.000Z,true,2882,UNC Pembroke,Mountain East,ii,45,14,17,7,7,2707,WV State,Mountain East,ii,24,7,14,3,0,false,6060,Grace P. Johnson Stadium
2022,regular,2022-10-13T23:00:00.000Z,true,277,West Virginia,Big 12,fbs,43,7,10,14,12,239,Baylor,Big 12,fbs,40,3,21,7,9,false,3842,Mountaineer Field at Milan Puskar Stadium
2022,regular,2022-10-13T23:00:00.000Z,true,2986,Fairmont State,Mountain East,ii,24,0,0,0,21,2699,West Liberty,Mountain East,ii,27,0,0,21,0,false,5943,Duvall-Rosier Field
2022,regular,2022-10-13T23:00:00.000Z,true,2116,UCF,American Athletic,fbs,70,14,21,21,14,218,Temple,American Athletic,fbs,13,10,3,0,0,false,3652,Bright House Networks Stadium
2022,regular,2022-10-13T23:30:00.000Z,true,2428,North Carolina Central,MEAC,fcs,59,14,28,7,10,2415,Morgan State,MEAC,fcs,20,7,6,0,7,false,3862,O'Kelly-Riddick Stadium
2022,regular,2022-10-14T22:00:00.000Z,true,2175,Dickinson,Centennial,iii,26,7,3,13,3,323,Moravian,Centennial,iii,7,0,7,0,0,false,5835,Biddle Field
2022,regular,2022-10-14T23:00:00.000Z,true,2667,Ursinus,Centennial,iii,56,14,21,21,0,2700,McDaniel College,Centennial,iii,17,3,7,0,7,false,6136,Patterson Field
2022,regular,2022-10-14T23:00:00.000Z,true,163,Princeton,Ivy,fcs,35,7,7,14,7,225,Brown,Ivy,fcs,19,3,7,0,9,false,3881,Princeton University Stadium
2022,regular,2022-10-14T23:00:00.000Z,true,125974,Hilbert College,North Coast,iii,0,0,0,0,0,124179,Lincoln University (CA),,,70,14,35,14,7,false,,
2022,regular,2022-10-14T23:00:00.000Z,true,118,Johns Hopkins,Centennial,iii,34,7,20,7,0,2422,Muhlenberg,Centennial,iii,27,7,7,6,7,false,5124,Homewood Field
2022,regular,2022-10-14T23:30:00.000Z,true,2567,SMU,American Athletic,fbs,40,10,3,20,7,2426,Navy,American Athletic,fbs,34,0,7,7,20,false,3735,Gerald J. Ford Stadium
2022,regular,2022-10-15T00:00:00.000Z,true,2229,Florida International,Conference USA,fbs,10,0,3,0,7,2636,UT San Antonio,Conference USA,fbs,30,0,17,7,6,false,218,FIU Stadium
2022,regular,2022-10-15T00:00:00.000Z,true,2745,UW-Whitewater,Wisconsin,iii,24,7,3,7,7,271,UW-Oshkosh,Wisconsin,iii,3,0,0,0,3,false,4854,Perkins Stadium
2022,regular,2022-10-15T16:00:00.000Z,true,293,Castleton State College,ECFC,iii,36,0,7,0,29,2951,SUNY Maritime,ECFC,iii,33,0,14,6,13,false,5638,Dave Wolk Stadium
2022,regular,2022-10-15T16:00:00.000Z,true,201,Oklahoma,Big 12,fbs,52,14,21,14,3,2305,Kansas,Big 12,fbs,42,14,7,7,14,false,3835,Gaylord Family Oklahoma Memorial Stadium
2022,regular,2022-10-15T16:00:00.000Z,true,251,Texas,Big 12,fbs,24,0,14,3,7,66,Iowa State,Big 12,fbs,21,7,0,7,7,false,3910,Darrell K Royal-Texas Memorial Stadium
2022,regular,2022-10-15T16:00:00.000Z,true,356,Illinois,Big Ten,fbs,26,7,6,7,6,135,Minnesota,Big Ten,fbs,14,0,7,7,0,false,3832,Memorial Stadium
2022,regular,2022-10-15T16:00:00.000Z,true,130,Michigan,Big Ten,fbs,41,6,10,15,10,213,Penn State,Big Ten,fbs,17,0,14,3,0,false,3558,Michigan Stadium
2022,regular,2022-10-15T16:00:00.000Z,true,2205,Edinboro,Pennsylvania State Athletic,ii,0,0,0,0,0,2291,Indiana (PA),Pennsylvania State Athletic,ii,41,13,22,6,0,false,4440,Sox Harrison Stadium
2022,regular,2022-10-15T16:00:00.000Z,true,2368,Marist,Pioneer,fcs,7,0,0,0,7,2168,Dayton,Pioneer,fcs,24,0,7,3,14,false,36,Leonidoff Field
2022,regular,2022-10-15T16:00:00.000Z,true,2871,Kean,New Jersey,iii,13,3,10,0,0,3112,Christopher Newport,New Jersey,iii,24,14,7,0,3,false,5905,Kean Alumni Stadium
2022,regular,2022-10-15T16:00:00.000Z,true,2776,Salve Regina,Commonwealth Coast,iii,28,7,7,14,0,2702,Western New England,Commonwealth Coast,iii,25,0,10,7,8,false,6115,Toppa Field
2022,regular,2022-10-15T16:00:00.000Z,true,398,Wilkes,Mid Atlantic,iii,28,7,14,7,0,2969,Misericordia,Mid Atlantic,iii,0,0,0,0,0,false,3920,Schmidt Stadium
2022,regular,2022-10-15T16:00:00.000Z,true,2256,Greensboro,USA South,iii,7,7,0,0,0,2056,Belhaven College,USA South,iii,59,21,24,14,0,false,5852,Jamieson Stadium
2022,regular,2022-10-15T16:00:00.000Z,true,2354,Lycoming,Mid Atlantic,iii,10,3,0,7,0,471,Stevenson,Mid Atlantic,iii,24,0,0,14,10,false,5925,David Person Field
2022,regular,2022-10-15T16:00:00.000Z,true,286,NC Wesleyan,USA South,iii,33,14,13,6,0,291,Methodist,USA South,iii,34,10,10,7,7,false,6092,Bishop Stadium
2022,regular,2022-10-15T16:00:00.000Z,true,81,Springfield,NEWMAC,iii,69,24,24,14,7,2467,Norwich,NEWMAC,iii,20,0,6,14,0,false,6119,Stagg Field
2022,regular,2022-10-15T16:00:00.000Z,true,2248,Gettysburg,Centennial,iii,7,7,0,0,0,216,Susquehanna,Centennial,iii,41,14,7,6,14,false,5851,Shirk Field at Musselman Stadium
2022,regular,2022-10-15T16:00:00.000Z,true,2442,College of New Jersey,New Jersey,iii,18,0,7,0,11,2818,Montclair State,New Jersey,iii,15,0,2,6,7,false,5824,Lions Stadium
2022,regular,2022-10-15T16:00:00.000Z,true,352,Kenyon,North Coast,iii,41,7,14,7,13,2748,Wooster,North Coast,iii,42,21,14,0,7,false,5906,McBride Field
2022,regular,2022-10-15T16:00:00.000Z,true,184,Rochester,Liberty League,iii,12,3,6,3,0,2085,Buffalo State,Liberty League,iii,6,0,0,0,6,false,3717,Edwin Fauver Stadium
2022,regular,2022-10-15T16:00:00.000Z,true,110438,Dean College,ECFC,iii,23,9,7,7,0,417,Gallaudet,ECFC,iii,26,0,6,6,14,false,5831,Dale Lippert Field
2022,regular,2022-10-15T16:00:00.000Z,true,2560,Shorter,Gulf South,ii,26,0,3,7,16,110242,West Florida,Gulf South,ii,50,14,3,10,23,false,4015,Barron Stadium
2022,regular,2022-10-15T16:00:00.000Z,true,2015,Albright,Mid Atlantic,iii,21,0,0,14,7,247,King's College (PA),Mid Atlantic,iii,27,7,14,0,0,false,5127,Gene L. Shirk Stadium
2022,regular,2022-10-15T16:00:00.000Z,true,2682,Walsh,Great Midwest Athletic,ii,15,6,9,0,0,437,Lake Erie College,Great Midwest Athletic,ii,22,7,0,0,8,false,3718,Tom Benson Hall of Fame Stadium
2022,regular,2022-10-15T16:00:00.000Z,true,324,Coastal Carolina,Sun Belt,fbs,21,0,7,7,7,295,Old Dominion,Sun Belt,fbs,49,7,7,21,14,false,3654,Brooks Stadium
2022,regular,2022-10-15T16:00:00.000Z,true,189,Bowling Green,Mid-American,fbs,17,0,7,3,7,193,Miami (OH),Mid-American,fbs,13,3,7,3,0,false,3700,Doyt Perry Stadium
2022,regular,2022-10-15T16:00:00.000Z,true,2974,Shepherd,Pennsylvania State Athletic,ii,55,14,7,20,14,210,Millersville,Pennsylvania State Athletic,ii,17,0,17,0,0,false,5133,Ram Stadium (WV)
2022,regular,2022-10-15T16:00:00.000Z,true,110254,Davenport,GLIAC,ii,47,7,14,6,20,131,Wayne State (MI),GLIAC,ii,43,7,14,7,15,false,5934,Farmers Insurance Athletic Complex
2022,regular,2022-10-15T16:00:00.000Z,true,2528,Rensselaer,Liberty League,iii,16,0,2,0,14,174,Hobart,Liberty League,iii,13,0,0,6,7,false,6107,ECAV Stadium
2022,regular,2022-10-15T16:00:00.000Z,true,15,Anna Maria College,ECFC,iii,39,7,0,18,14,122774,Keystone,ECFC,iii,41,3,17,14,7,false,5794,Caparso Field
2022,regular,2022-10-15T16:00:00.000Z,true,114,Fitchburg State,MSCAC,iii,7,0,0,0,7,2972,Plymouth State,MSCAC,iii,42,7,28,0,7,false,5845,Elliot Field Athletic Complex
2022,regular,2022-10-15T16:00:00.000Z,true,109,MIT,NEWMAC,iii,0,0,0,0,0,2383,Merchant Marine,NEWMAC,iii,17,0,0,17,0,false,5926,Henry G. Steinbrenner '27 Stadium
2022,regular,2022-10-15T16:00:00.000Z,true,145,Ole Miss,SEC,fbs,48,14,14,10,10,2,Auburn,SEC,fbs,34,0,17,14,3,false,3974,Vaught-Hemingway Stadium
2022,regular,2022-10-15T16:00:00.000Z,true,43,Yale,Ivy,fcs,29,0,7,9,13,2083,Bucknell,Patriot,fcs,9,3,0,6,0,false,3997,Yale Bowl
2022,regular,2022-10-15T16:00:00.000Z,true,2006,Akron,Mid-American,fbs,21,7,0,7,7,2117,Central Michigan,Mid-American,fbs,28,7,7,7,7,false,3768,Summa Field at InfoCision Stadium
2022,regular,2022-10-15T16:00:00.000Z,true,349,Army,FBS Independents,fbs,42,14,14,14,0,2142,Colgate,Patriot,fcs,17,10,7,0,0,false,3841,Blaik Field at Michie Stadium
2022,regular,2022-10-15T16:00:00.000Z,true,2075,Bowie State,CIAA,ii,14,,,,,2676,Virginia Union,CIAA,ii,41,,,,,false,5873,Bulldogs Stadium
2022,regular,2022-10-15T16:00:00.000Z,true,2842,UVA-Wise,South Atlantic,ii,9,3,3,3,0,2839,Tusculum,South Atlantic,ii,10,7,0,3,0,false,6033,Carl Smith Stadium
2022,regular,2022-10-15T16:00:00.000Z,true,2336,Limestone,South Atlantic,ii,21,0,7,7,7,351,Wingate,South Atlantic,ii,28,0,0,0,21,false,4750,The Reservation
2022,regular,2022-10-15T16:30:00.000Z,true,259,Virginia Tech,ACC,fbs,14,0,0,0,14,2390,Miami,ACC,fbs,20,10,7,3,0,false,3799,Lane Stadium
2022,regular,2022-10-15T16:30:00.000Z,true,2738,Wisconsin-Eau Claire,Wisconsin,iii,21,0,7,7,7,2740,Wisconsin-La Crosse,Wisconsin,iii,51,14,13,10,14,false,5916,Carson Park
2022,regular,2022-10-15T17:00:00.000Z,true,2884,Nichols,Commonwealth Coast,iii,12,7,0,3,2,111675,University of New England,Commonwealth Coast,iii,31,10,7,0,14,false,5637,Vendetti Field
2022,regular,2022-10-15T17:00:00.000Z,true,2771,Merrimack,NEC,fcs,54,0,12,21,21,2681,Wagner,NEC,fcs,17,7,7,3,0,false,6048,Duane Stadium
2022,regular,2022-10-15T17:00:00.000Z,true,40,Curry,Commonwealth Coast,iii,26,2,10,0,14,2280,Husson,Commonwealth Coast,iii,38,7,7,10,14,false,5830,Walter M. Katz Field
2022,regular,2022-10-15T17:00:00.000Z,true,2849,Westminster PA,Presidents',iii,41,7,6,21,7,2644,Thiel College,Presidents',iii,6,0,0,6,0,false,6146,Memorial Field (PA)
2022,regular,2022-10-15T17:00:00.000Z,true,246,Juniata,Centennial,iii,13,6,0,0,7,2234,Franklin & Marshall,Centennial,iii,38,14,14,7,3,false,5902,Knox Stadium
2022,regular,2022-10-15T17:00:00.000Z,true,2519,Rhodes,Southern Athletic,iii,0,0,0,0,0,386,Trinity (TX),Southern Athletic,iii,45,7,17,14,7,false,6108,Crain Field
2022,regular,2022-10-15T17:00:00.000Z,true,2394,Middlebury,NESCAC,iii,21,0,0,7,14,2977,Trinity (CT),NESCAC,iii,27,7,7,7,6,false,6079,Alumni Stadium (VT)
2022,regular,2022-10-15T17:00:00.000Z,true,2970,William Paterson,New Jersey,iii,9,0,7,0,2,2827,Rowan,New Jersey,iii,14,7,0,7,0,false,6150,Wightman Stadium
2022,regular,2022-10-15T17:00:00.000Z,true,388,Lebanon Valley,Mid Atlantic,iii,10,3,0,7,0,2808,Delaware Valley,Mid Atlantic,iii,34,14,0,14,6,false,3621,Arnold Field (PA)
2022,regular,2022-10-15T17:00:00.000Z,true,2516,Randolph-Macon,Old Dominion,iii,44,14,10,13,7,2079,Bridgewater (VA),Old Dominion,iii,7,0,7,0,0,false,6105,Day Field
2022,regular,2022-10-15T17:00:00.000Z,true,509,Crown College,Upper Midwest,iii,27,7,7,13,0,2399,Minnesota-Morris,Upper Midwest,iii,0,0,0,0,0,false,5829,Old National Bank Stadium
2022,regular,2022-10-15T17:00:00.000Z,true,2529,Sacred Heart,NEC,fcs,40,3,17,14,6,284,Stonehill,NEC,fcs,27,0,7,7,13,false,3668,Campus Field
2022,regular,2022-10-15T17:00:00.000Z,true,2487,Pace,Northeast 10,ii,45,7,13,3,22,2022,American International,Northeast 10,ii,34,7,7,0,20,false,6066,Pace Stadium
2022,regular,2022-10-15T17:00:00.000Z,true,112335,Wheeling Jesuit,Mountain East,ii,31,,,,,341,Frostburg State,Mountain East,ii,27,,,,,false,6212,Bishop Schmitt Field
2022,regular,2022-10-15T17:00:00.000Z,true,2148,Concord,Mountain East,ii,68,14,21,6,27,2128,Charleston (WV),Mountain East,ii,60,13,20,17,10,false,3667,Callaghan Stadium
2022,regular,2022-10-15T17:00:00.000Z,true,2038,Assumption,Northeast 10,ii,3,0,0,0,3,2060,Bentley,Northeast 10,ii,10,0,7,3,0,false,3848,Multi-Sport Stadium
2022,regular,2022-10-15T17:00:00.000Z,true,134,Minnesota-Duluth,Northern Sun,ii,53,7,12,20,14,3066,Concordia-St. Paul,Northern Sun,ii,7,0,0,7,0,false,5933,Sea Foam Stadium
2022,regular,2022-10-15T17:00:00.000Z,true,2725,Widener,Mid Atlantic,iii,16,0,0,9,7,111674,Alvernia University,Mid Atlantic,iii,19,0,13,6,0,false,4855,Leslie C. Quick Jr. Stadium
2022,regular,2022-10-15T17:00:00.000Z,true,33,Colby,NESCAC,iii,17,0,0,14,3,7,Amherst College,NESCAC,iii,12,0,3,0,9,false,5689,Seaverns Field At Harold Alfond Stadium
2022,regular,2022-10-15T17:00:00.000Z,true,2822,North Greenville,Gulf South,ii,35,7,14,7,7,2698,West Georgia,Gulf South,ii,38,7,10,14,7,false,6061,Younts Stadium
2022,regular,2022-10-15T17:00:00.000Z,true,2614,St. Vincent,Presidents',iii,41,7,14,6,14,2242,Geneva College,Presidents',iii,25,3,14,0,8,false,3677,Chuck Noll Field
2022,regular,2022-10-15T17:00:00.000Z,true,354,Olivet College,Michigan,iii,37,7,7,7,3,2651,Trine,Michigan,iii,39,6,0,8,10,false,6100,Cutler Field
2022,regular,2022-10-15T17:00:00.000Z,true,2097,Campbell,Big South,fcs,41,7,27,0,7,2523,Robert Morris,Big South,fcs,10,10,0,0,0,false,3629,Barker-Lane Stadium
2022,regular,2022-10-15T17:00:00.000Z,true,2121,Centre,Southern Athletic,iii,30,0,10,7,7,2757,Berry College,Southern Athletic,iii,31,3,0,0,21,false,5818,Farris Stadium
2022,regular,2022-10-15T17:00:00.000Z,true,2392,Michigan Tech,GLIAC,ii,21,0,7,7,7,128,Northern Michigan,GLIAC,ii,7,0,0,0,7,false,3927,Sherman Field
2022,regular,2022-10-15T17:00:00.000Z,true,311,Maine,CAA,fcs,38,7,14,14,3,2405,Monmouth,CAA,fcs,28,7,7,6,8,false,3607,Alfond Stadium
2022,regular,2022-10-15T17:00:00.000Z,true,2207,Elizabeth City State,CIAA,ii,21,0,7,8,6,2339,Lincoln (PA),CIAA,ii,19,7,3,3,6,false,5941,Roebuck Stadium
2022,regular,2022-10-15T17:00:00.000Z,true,2441,New Haven,Northeast 10,ii,67,21,20,19,7,126086,Post University,Independent DII,ii,20,7,7,0,6,false,6058,Ralph F. DellaCamera Stadium
2022,regular,2022-10-15T17:00:00.000Z,true,2166,Davidson,Pioneer,fcs,28,7,21,0,0,2413,Morehead State,Pioneer,fcs,26,7,10,3,6,false,3897,Richardson Stadium
2022,regular,2022-10-15T17:00:00.000Z,true,227,Rhode Island,CAA,fcs,17,0,3,7,7,2210,Elon,CAA,fcs,10,3,7,0,0,false,3824,Meade Stadium
2022,regular,2022-10-15T17:00:00.000Z,true,2559,Shippensburg,Pennsylvania State Athletic,ii,10,7,3,0,0,2315,Kutztown,Pennsylvania State Athletic,ii,29,7,9,6,7,false,4429,Seth Grove Stadium
2022,regular,2022-10-15T17:00:00.000Z,true,338,Kennesaw State,Atlantic Sun,fcs,24,7,3,7,7,2110,Central Arkansas,Atlantic Sun,fcs,51,7,20,7,17,false,4899,Fifth Third Bank Stadium
2022,regular,2022-10-15T17:00:00.000Z,true,172,Cornell,Ivy,fcs,19,7,3,6,3,2329,Lehigh,Patriot,fcs,15,6,9,0,0,false,3921,Schoellkopf Field
2022,regular,2022-10-15T17:00:00.000Z,true,219,Pennsylvania,Ivy,fcs,34,10,14,10,0,171,Columbia,Ivy,fcs,14,0,0,7,7,false,3730,Franklin Field
2022,regular,2022-10-15T17:00:00.000Z,true,2817,Minnesota St-Moorhead,Northern Sun,ii,7,0,7,0,0,132,Bemidji State,Northern Sun,ii,46,9,20,10,7,false,3606,Scheels Field at Nemzek Stadium
2022,regular,2022-10-15T17:00:00.000Z,true,112358,Long Island University,NEC,fcs,7,7,0,0,0,2598,St Francis (PA),NEC,fcs,57,7,16,17,17,false,6043,Bethpage Federal Credit Union Stadium
2022,regular,2022-10-15T17:00:00.000Z,true,209,Lock Haven,Pennsylvania State Athletic,ii,9,3,0,6,0,2071,Bloomsburg,Pennsylvania State Athletic,ii,17,0,10,7,0,false,3760,Hubert Jack Stadium
2022,regular,2022-10-15T17:00:00.000Z,true,2222,Ferris State,GLIAC,ii,21,7,7,7,0,125,Grand Valley State,GLIAC,ii,22,7,3,0,12,false,3960,Top Taggart Field
2022,regular,2022-10-15T17:00:00.000Z,true,2886,Northwood (MI),Great Midwest Athletic,ii,7,0,7,0,0,2273,Hillsdale,Great Midwest Athletic,ii,41,6,7,14,14,false,3747,Hantz Stadium
2022,regular,2022-10-15T17:00:00.000Z,true,2804,Chowan,CIAA,ii,43,14,14,0,15,330,Virginia State,CIAA,ii,40,0,12,14,14,false,5220,Garrison Stadium
2022,regular,2022-10-15T17:00:00.000Z,true,2782,SUNY Cortland,Empire 8,iii,69,21,14,14,20,173,Hartwick,Empire 8,iii,7,0,0,0,7,false,5125,Stadium Red Field
2022,regular,2022-10-15T17:00:00.000Z,true,365,Alfred,Empire 8,iii,7,7,0,0,0,374,St. John Fisher,Empire 8,iii,21,0,0,7,14,false,5788,Merrill Field at Yunevich Stadium
2022,regular,2022-10-15T17:00:00.000Z,true,215,Slippery Rock,Pennsylvania State Athletic,ii,40,3,14,16,7,367,Gannon,Pennsylvania State Athletic,ii,14,0,0,7,7,false,4430,Mihalik-Thompson Stadium
2022,regular,2022-10-15T17:00:00.000Z,true,175,Ithaca,Liberty League,iii,40,6,3,24,7,2779,St Lawrence,Liberty League,iii,0,0,0,0,0,false,5862,Butterfield Stadium
2022,regular,2022-10-15T17:00:00.000Z,true,297,Hampden-Sydney,Old Dominion,iii,37,23,7,7,0,2047,Averett,Old Dominion,iii,26,6,9,3,8,false,5896,Lewis C. Everett Stadium
2022,regular,2022-10-15T17:00:00.000Z,true,89,Wabash College,North Coast,iii,41,6,21,14,0,2980,Ohio Wesleyan,North Coast,iii,24,0,10,0,14,false,5123,Little Giant Stadium
2022,regular,2022-10-15T17:00:00.000Z,true,2062,Bethany (WV),Presidents',iii,17,3,7,7,0,2845,Waynesburg,Presidents',iii,34,6,14,7,7,false,5803,Bison Stadium
2022,regular,2022-10-15T17:00:00.000Z,true,2448,North Carolina A&T,Big South,fcs,45,17,14,7,7,2206,Edward Waters,SIAC,ii,7,0,0,7,0,false,3603,Aggie Stadium
2022,regular,2022-10-15T17:00:00.000Z,true,2828,Shenandoah,Old Dominion,iii,38,14,14,7,3,2258,Guilford,Old Dominion,iii,35,14,14,0,7,false,6116,Shentel Stadium
2022,regular,2022-10-15T17:00:00.000Z,true,446,Martin Luther College,Upper Midwest,iii,34,7,0,27,0,109418,Finlandia University,Upper Midwest,iii,0,0,0,0,0,false,3843,MLC Bowl
2022,regular,2022-10-15T17:00:00.000Z,true,2800,Alma College,Michigan,iii,28,7,7,14,0,2812,Hope,Michigan,iii,26,3,14,0,9,false,5790,Bahlke Field
2022,regular,2022-10-15T17:00:00.000Z,true,2919,Monmouth (IL),Midwest,iii,64,21,21,14,8,266,Beloit College,Midwest,iii,0,0,0,0,0,false,6084,April Zorn Memorial Stadium
2022,regular,2022-10-15T17:00:00.000Z,true,113,UMass,FBS Independents,fbs,7,0,7,0,0,2084,Buffalo,Mid-American,fbs,34,3,21,3,7,false,3985,Warren McGuirk Alumni Stadium
2022,regular,2022-10-15T17:00:00.000Z,true,455,WV Wesleyan,Mountain East,ii,9,6,3,0,0,587,Notre Dame College,Mountain East,ii,41,10,14,14,3,false,5784,Cebe Ross Field
2022,regular,2022-10-15T17:00:00.000Z,true,2896,Southern Virginia,USA South,iii,7,0,0,0,7,2373,Maryville TN,USA South,iii,45,13,12,13,7,false,6117,Knight Stadium
2022,regular,2022-10-15T17:00:00.000Z,true,2686,Washington & Jefferson,Presidents',iii,7,0,7,0,0,2102,Carnegie Mellon,Presidents',iii,12,0,0,3,9,false,6139,Cameron Stadium
2022,regular,2022-10-15T17:00:00.000Z,true,395,St. Augustine's,CIAA,ii,28,14,7,7,0,2304,Johnson C Smith,CIAA,ii,25,6,5,0,14,false,6068,George Williams Athletic Complex
2022,regular,2022-10-15T17:30:00.000Z,true,2940,Livingstone,CIAA,ii,7,0,7,0,0,2220,Fayetteville State,CIAA,ii,44,14,14,3,13,false,3612,Alumni Memorial Stadium (NC)
2022,regular,2022-10-15T17:30:00.000Z,true,159,Dartmouth,Ivy,fcs,0,0,0,0,0,160,New Hampshire,CAA,fcs,14,7,7,0,0,false,3826,Memorial Field
2022,regular,2022-10-15T17:30:00.000Z,true,2557,Coast Guard,NEWMAC,iii,17,0,14,0,3,2108,Catholic University,NEWMAC,iii,24,7,7,10,0,false,5822,Cadet Memorial Field
2022,regular,2022-10-15T17:30:00.000Z,true,2747,Wofford,Southern,fcs,31,7,17,7,0,2643,The Citadel,Southern,fcs,16,0,7,0,9,false,3737,Gibbs Stadium
2022,regular,2022-10-15T17:30:00.000Z,true,2249,Glenville State,Mountain East,ii,31,3,14,0,14,2017,Alderson-Broaddus,Mountain East,ii,12,0,0,0,12,false,5887,I.L. & Sue Morris Stadium
2022,regular,2022-10-15T17:30:00.000Z,true,188,Baldwin-Wallace,Ohio,iii,35,7,14,14,0,332,Muskingum,Ohio,iii,21,0,7,14,0,false,5801,George Finnie Stadium
2022,regular,2022-10-15T17:30:00.000Z,true,424,Capital,Ohio,iii,14,0,0,7,7,426,Mount Union,Ohio,iii,49,21,14,7,7,false,5812,Bernlohr Stadium
2022,regular,2022-10-15T17:30:00.000Z,true,427,Ohio Northern,Ohio,iii,7,0,7,0,0,2302,John Carroll,Ohio,iii,24,7,10,7,0,false,6098,Dial-Roberson Stadium
2022,regular,2022-10-15T17:30:00.000Z,true,2569,South Carolina State,MEAC,fcs,36,21,0,8,7,2355,Virginia Lynchburg,,,0,0,0,0,0,false,3864,Oliver C. Dawson Stadium
2022,regular,2022-10-15T17:30:00.000Z,true,2736,Winston-Salem,CIAA,ii,17,3,7,7,0,2551,Shaw,CIAA,ii,10,0,10,0,0,false,3649,Bowman Gray Stadium
2022,regular,2022-10-15T17:30:00.000Z,true,2023,Anderson (IN),Heartland,iii,3,0,3,0,0,2419,Mount St. Joseph,Heartland,iii,59,14,21,14,10,false,5793,Macholtz Stadium
2022,regular,2022-10-15T17:30:00.000Z,true,2233,Franklin,Heartland,iii,48,6,21,7,14,190,Defiance,Heartland,iii,19,0,6,6,7,false,3716,"Stewart """"Red"""" Faught Stadium"
2022,regular,2022-10-15T17:30:00.000Z,true,2731,Williams,NESCAC,iii,13,0,6,0,7,348,Hamilton,NESCAC,iii,15,6,0,2,7,false,6151,Farley-Lamb Field
2022,regular,2022-10-15T17:30:00.000Z,true,317,Marietta,Ohio,iii,34,7,7,13,7,2733,Wilmington (OH),Ohio,iii,0,0,0,0,0,false,5931,Don Drumm Stadium
2022,regular,2022-10-15T17:30:00.000Z,true,236,Chattanooga,Southern,fcs,41,21,10,0,10,2678,VMI,Southern,fcs,13,7,0,6,0,false,3720,Finley Stadium
2022,regular,2022-10-15T17:30:00.000Z,true,2074,Bluffton,Heartland,iii,20,7,0,7,6,86,Rose-Hulman,Heartland,iii,48,28,7,6,7,false,5805,Alumni Field (OH)
2022,regular,2022-10-15T17:30:00.000Z,true,2362,Manchester,Heartland,iii,20,7,7,0,6,2262,Hanover,Heartland,iii,51,14,14,16,7,false,5930,Carl W. Burt Memorial Stadium
